,GEOID,B19013_001E
5223,360810334032,51087
5224,360810334041,32494
5225,360810334042,-
5226,360810334051,77074
5227,360810334052,-
5228,360810337001,98071
5229,360810337002,140093
5230,360810339001,29405
5231,360810339002,63787
5232,360810339003,102000
5233,360810347001,65357
5234,360810347002,71893
5235,360810351001,71667
5236,360810351002,79063
5237,360810351003,56006
5238,360810352001,107589
5239,360810352002,105700
5240,360810353001,87917
5241,360810353002,125800
5242,360810357001,84583
5243,360810357002,75677
5244,360810357003,88000
5245,360810358001,80688
5246,360810358002,69397
5247,360810358003,107941
5248,360810358004,93661
5249,360810361001,97656
5250,360810361002,62628
5251,360810363001,52063
5252,360810363002,102188
5253,360810365001,61319
5254,360810365002,80793
5255,360810366001,70568
5256,360810366002,101731
5257,360810367001,-
5258,360810367002,55208
5259,360810368001,66563
5260,360810368002,114667
5261,360810371001,69424
5262,360810373001,107019
5263,360810373002,44333
5264,360810375011,56458
5265,360810375021,67250
5266,360810375022,68799
5267,360810376001,69112
5268,360810376002,135729
5269,360810376003,120478
5270,360810376004,113125
5271,360810376005,92318
5272,360810377001,88871
5273,360810377002,83705
5274,360810379001,81625
5275,360810379002,81563
5276,360810379003,61042
5277,360810381001,93235
5278,360810381002,72500
5279,360810381003,55556
5280,360810383010,-
5281,360810383011,-
5282,360810383020,-
5283,360810383021,-
5284,360810384001,86587
5285,360810384002,98527
5286,360810394001,114362
5287,360810394002,73333
5288,360810394003,88906
5289,360810398001,125385
5290,360810398002,98750
5291,360810399011,92629
5292,360810399012,116389
5293,360810399021,57784
5294,360810400001,98333
5295,360810400002,88828
5296,360810401011,57083
5297,360810401012,58676
5298,360810401021,78977
5299,360810401022,65765
5300,360810402001,147619
5301,360810402002,96250
5302,360810403011,105192
5303,360810403012,33484
5304,360810403021,75385
5305,360810404001,88068
5306,360810404002,43188
5307,360810404003,-
5308,360810404004,167604
5309,360810405011,95159
5310,360810405021,88893
5311,360810407011,79212
5312,360810407012,-
5313,360810407021,94148
5314,360810407022,81912
5315,360810407023,99050
5316,360810409011,99559
5317,360810409012,-
5318,360810409021,73182
5319,360810409022,59286
5320,360810411001,-
5321,360810411002,68704
5322,360810413001,78345
5323,360810413002,69565
5324,360810413003,64688
5325,360810414001,87346
5326,360810414002,86186
5327,360810414003,76892
5328,360810415001,-
5329,360810415002,48711
5330,360810424001,78100
5331,360810424002,75536
5332,360810424003,-
5333,360810426001,-
5334,360810427001,-
5335,360810427002,87545
5336,360810432001,88355
5337,360810434001,98274
5338,360810437011,64309
5339,360810437012,92188
5340,360810437021,83309
5341,360810437022,54722
5342,360810437023,47917
5343,360810439001,78465
5344,360810439002,57083
5345,360810440001,47424
5346,360810440002,60595
5347,360810440003,79167
5348,360810443011,22268
5349,360810443012,42153
5350,360810443021,-
5351,360810443022,47014
5352,360810443023,64000
5353,360810444001,24063
5354,360810444002,68167
5355,360810444003,95238
5356,360810446011,63077
5357,360810446012,36364
5358,360810446021,53611
5359,360810446022,32003
5360,360810446023,59861
5361,360810448001,65455
5362,360810448002,62250
5363,360810450001,105278
5364,360810450002,175408
5365,360810452001,71550
5366,360810454001,68608
5367,360810454002,60066
5368,360810455001,105189
5369,360810455002,-
5370,360810455003,105400
5371,360810455004,76705
5372,360810455005,68716
5373,360810455006,-
5374,360810456001,75500
5375,360810457001,84978
5376,360810457002,64042
5377,360810458001,80380
5378,360810459001,79537
5379,360810459002,61696
5380,360810460001,71609
5381,360810460002,65280
5382,360810460003,64938
5383,360810461001,70357
5384,360810461002,67188
5385,360810462001,54157
5386,360810462002,49754
5387,360810462003,62717
5388,360810463001,64821
5389,360810463002,71424
5390,360810464001,109076
5391,360810465001,60492
5392,360810465002,85672
5393,360810466001,71250
5394,360810466002,71932
5395,360810467001,49531
5396,360810467002,56636
5397,360810467003,86405
5398,360810467004,60579
5399,360810468001,70556
5400,360810468002,81935
5401,360810469011,-
5402,360810469012,57083
5403,360810469013,68311
5404,360810469021,88815
5405,360810469022,61429
5406,360810470001,89688
5407,360810470002,42064
5408,360810471001,41146
5409,360810471002,64375
5410,360810472001,156100
5411,360810472002,119144
5412,360810472003,80882
5413,360810473001,70625
5414,360810473002,66651
5415,360810473003,63393
5416,360810475001,79855
5417,360810475002,77337
5418,360810476001,174453
5419,360810476002,108600
5420,360810478011,56481
5421,360810478012,38706
5422,360810478021,91483
5423,360810479001,83949
5424,360810479002,97554
5425,360810479003,72955
5426,360810480001,98448
5427,360810480002,62262
5428,360810481001,59250
5429,360810481002,89212
5430,360810481003,-
5431,360810481004,72262
5432,360810482001,70766
5433,360810483011,69556
5434,360810483021,86250
5435,360810484001,75250
5436,360810484002,72674
5437,360810484003,68375
5438,360810484004,95300
5439,360810485001,-
5440,360810485002,86585
5441,360810485003,41994
5442,360810489001,75526
5443,360810489002,56385
5444,360810492011,82000
5445,360810492012,65273
5446,360810492021,104076
5447,360810493011,89583
5448,360810493012,59667
5449,360810493021,-
5450,360810493022,93750
5451,360810495001,95375
5452,360810496001,118438
5453,360810496002,94205
5454,360810496003,85323
5455,360810497001,54091
5456,360810497002,72837
5457,360810499001,-
5458,360810499002,105781
5459,360810499003,80747
5460,360810499004,70347
5461,360810500001,90559
5462,360810500002,74688
5463,360810502011,84233
5464,360810502021,78750
5465,360810504001,111111
5466,360810504002,102813
5467,360810505001,97750
5468,360810506001,245431
5469,360810506002,113462
5470,360810507001,63716
5471,360810507002,117625
5472,360810508001,67292
5473,360810508002,97813
5474,360810510001,121083
5475,360810510002,102667
5476,360810511001,128026
5477,360810511002,93813
5478,360810512001,125859
5479,360810512002,102344
5480,360810512003,115000
5481,360810513001,96806
5482,360810513002,112600
5483,360810515001,104861
5484,360810515002,73553
5485,360810515003,99861
5486,360810516001,78813
5487,360810516002,118971
5488,360810517001,112917
5489,360810517002,120066
5490,360810518001,125972
5491,360810518002,86250
5492,360810520001,82426
5493,360810521001,147679
5494,360810521002,82900
5495,360810522001,72063
5496,360810524001,118299
5497,360810524002,105066
5498,360810525001,89107
5499,360810525002,70000
5500,360810526001,104375
5501,360810526002,54922
5502,360810528001,84113
5503,360810530001,135993
5504,360810530002,123661
5505,360810531001,57944
5506,360810531002,71136
5507,360810531003,83306
5508,360810532001,96667
5509,360810532002,78988
5510,360810534011,130000
5511,360810534012,119853
5512,360810535011,82697
5513,360810535021,-
5514,360810536011,-
5515,360810536012,93571
5516,360810538001,76375
5517,360810538002,113710
5518,360810539011,76989
5519,360810539012,89397
5520,360810539013,109306
5521,360810539021,-
5522,360810540001,69524
5523,360810540002,-
5524,360810540003,-
5525,360810542001,100430
5526,360810542002,102961
5527,360810542003,101724
5528,360810542004,49438
5529,360810545001,57361
5530,360810545002,82212
5531,360810545003,51471
5532,360810547001,79107
5533,360810547002,123750
5534,360810547003,133438
5535,360810548001,113917
5536,360810548002,84519
5537,360810549001,82724
5538,360810549002,88938
5539,360810549003,92197
5540,360810549004,103313
5541,360810551001,62411
5542,360810551002,84271
5543,360810551003,82772
5544,360810551004,62500
5545,360810552001,54234
5546,360810552002,82031
5547,360810553001,92986
5548,360810553002,82798
5549,360810554001,93750
5550,360810554002,90117
5551,360810555001,58065
5552,360810555002,81731
5553,360810556001,122036
5554,360810556002,125703
5555,360810557001,96667
5556,360810557002,89821
5557,360810557003,70950
5558,360810558001,111563
5559,360810558002,58438
5560,360810559001,77188
5561,360810560001,113750
5562,360810560002,101917
5563,360810561001,-
5564,360810562001,96528
5565,360810564001,86667
5566,360810565001,118319
5567,360810566001,77813
5568,360810566002,61071
5569,360810567001,89909
5570,360810567002,126944
5571,360810567003,87031
5572,360810567004,104655
5573,360810568001,87365
5574,360810568002,139076
5575,360810568003,121023
5576,360810568004,96894
5577,360810577001,94441
5578,360810577002,67930
5579,360810577003,85918
5580,360810579001,55625
5581,360810579002,71761
5582,360810580001,94500
5583,360810580002,155125
5584,360810580003,128725
5585,360810580004,86458
5586,360810581001,47188
5587,360810581002,86500
5588,360810582001,122404
5589,360810582002,-
5590,360810582003,116071
5591,360810583001,108295
5592,360810583002,112614
5593,360810583003,103365
5594,360810585001,80060
5595,360810585002,99625
5596,360810585003,80800
5597,360810587001,140257
5598,360810587002,83884
5599,360810587003,79671
5600,360810589001,65673
5601,360810589002,87232
5602,360810589003,61625
5603,360810590001,86000
5604,360810591001,91976
5605,360810591002,68319
5606,360810591003,85490
5607,360810591004,-
5608,360810592001,97250
5609,360810593001,54432
5610,360810593002,86188
5611,360810594001,125417
5612,360810594002,176563
5613,360810595011,76333
5614,360810595012,63646
5615,360810595021,75592
5616,360810595022,59185
5617,360810596001,119212
5618,360810596002,-
5619,360810598001,103932
5620,360810598002,95167
5621,360810599001,70132
5622,360810599002,113563
5623,360810600001,94583
5624,360810601001,76563
5625,360810601002,121083
5626,360810603001,90938
5627,360810606001,-
5628,360810606002,151193
5629,360810607011,-
5630,360810608001,130208
5631,360810610001,107115
5632,360810612001,121429
5633,360810612002,138616
5634,360810613011,59219
5635,360810613012,89737
5636,360810613013,66154
5637,360810613014,70935
5638,360810613021,-
5639,360810614001,144500
5640,360810616011,130278
5641,360810616012,100479
5642,360810616013,79122
5643,360810616021,121923
5644,360810616022,101094
5645,360810618001,93487
5646,360810618002,125833
5647,360810619001,100313
5648,360810619002,79375
5649,360810620001,112409
5650,360810621001,80694
5651,360810621002,156250
5652,360810621003,76777
5653,360810622001,142188
5654,360810622002,96172
5655,360810623001,83382
5656,360810623002,73264
5657,360810624001,-
5658,360810625001,99931
5659,360810625002,68349
5660,360810626001,106319
5661,360810626002,123304
5662,360810626003,94803
5663,360810627001,83510
5664,360810627002,70227
5665,360810629001,93984
5666,360810629002,79514
5667,360810629003,100795
5668,360810630001,135000
5669,360810630002,114853
5670,360810632001,122212
5671,360810632002,119286
5672,360810633011,101548
5673,360810633021,148750
5674,360810633022,114779
5675,360810635001,109722
5676,360810635002,92917
5677,360810637001,-
5678,360810637002,111328
5679,360810637003,91417
5680,360810637004,116094
5681,360810638001,148750
5682,360810638002,111940
5683,360810638003,-
5684,360810638004,122386
5685,360810638005,170705
5686,360810639001,104727
5687,360810639002,-
5688,360810641011,84291
5689,360810641021,-
5690,360810645001,-
5691,360810645002,100703
5692,360810646001,104293
5693,360810646002,132740
5694,360810650001,141875
5695,360810650002,120556
5696,360810654011,79688
5697,360810654012,106771
5698,360810654013,104340
5699,360810654021,-
5700,360810655011,-
5701,360810656001,77333
5702,360810656002,105275
5703,360810656003,107864
5704,360810657021,84327
5705,360810657031,120469
5706,360810657032,112039
5707,360810657033,80682
5708,360810659001,101842
5709,360810659002,112212
5710,360810660001,-
5711,360810660002,84871
5712,360810661001,107361
5713,360810663011,143313
5714,360810663012,97375
5715,360810663021,-
5716,360810664011,-
5717,360810664012,-
5718,360810664021,134518
5719,360810664022,58043
5720,360810664023,99825
5721,360810664031,131516
5722,360810664032,94659
5723,360810664033,74645
5724,360810664041,-
5725,360810665011,146970
5726,360810665012,58250
5727,360810665013,72344
5728,360810665014,203409
5729,360810667011,106331
5730,360810667012,132083
5731,360810669001,79000
5732,360810669002,98529
5733,360810671001,136534
5734,360810671002,109489
5735,360810677001,175000
5736,360810677002,67250
5737,360810679001,75278
5738,360810679002,55405
5739,360810679003,73224
5740,360810680001,103550
5741,360810680002,112768
5742,360810680003,136681
5743,360810680004,155694
5744,360810682001,70882
5745,360810682002,111944
5746,360810683001,64107
5747,360810683002,66724
5748,360810683003,65714
5749,360810687001,64375
5750,360810687002,91151
5751,360810687003,57530
5752,360810690001,142759
5753,360810690002,72933
5754,360810693001,88636
5755,360810693002,46591
5756,360810694001,91384
5757,360810694002,119063
5758,360810695001,116354
5759,360810695002,115781
5760,360810697011,86176
5761,360810697012,86058
5762,360810697013,110341
5763,360810697021,153095
5764,360810697022,177738
5765,360810697023,72337
5766,360810697024,84198
5767,360810703001,67813
5768,360810703002,97583
5769,360810707001,136667
5770,360810707002,87083
5771,360810707003,114000
5772,360810709001,73269
5773,360810709002,157656
5774,360810711001,127697
5775,360810711002,61250
5776,360810711003,118939
5777,360810711004,84632
5778,360810713031,112054
5779,360810713032,89363
5780,360810713033,95906
5781,360810713041,-
5782,360810713042,126228
5783,360810713043,95489
5784,360810713044,89107
5785,360810713051,79063
5786,360810713052,99309
5787,360810713053,116040
5788,360810713054,94722
5789,360810713061,66107
5790,360810713062,115183
5791,360810713063,-
5792,360810713064,62333
5793,360810716001,-
5794,360810717011,107895
5795,360810717012,-
5796,360810717013,44625
5797,360810717014,52218
5798,360810717021,87417
5799,360810717022,116250
5800,360810719001,55294
5801,360810719002,64375
5802,360810721001,62145
5803,360810721002,116733
5804,360810721003,-
5805,360810721004,185147
5806,360810721005,-
5807,360810723001,112059
5808,360810723002,239083
5809,360810723003,223938
5810,360810729001,163958
5811,360810729002,-
5812,360810731001,194375
5813,360810731002,119554
5814,360810737001,125606
5815,360810737002,107500
5816,360810739001,115385
5817,360810739002,83750
5818,360810739003,131799
5819,360810739004,115539
5820,360810739005,107143
5821,360810741001,115000
5822,360810741002,80694
5823,360810741003,112273
5824,360810741004,121607
5825,360810743001,64507
5826,360810743002,88063
5827,360810743003,76121
5828,360810743004,112647
5829,360810745001,63713
5830,360810745002,44000
5831,360810747001,110684
5832,360810747002,99388
5833,360810749001,217083
5834,360810749002,227599
5835,360810757011,117595
5836,360810757012,74675
5837,360810757013,133347
5838,360810757021,101528
5839,360810757022,148264
5840,360810757023,174225
5841,360810769011,-
5842,360810769012,103088
5843,360810769021,113042
5844,360810773001,104125
5845,360810773002,96111
5846,360810773003,91000
5847,360810775001,74388
5848,360810775002,153615
5849,360810775003,100341
5850,360810779021,132339
5851,360810779022,104583
5852,360810779023,108438
5853,360810779024,143889
5854,360810779025,-
5855,360810779031,91083
5856,360810779032,155164
5857,360810779033,70521
5858,360810779041,-
5859,360810779042,155833
5860,360810779043,104696
5861,360810779044,-
5862,360810779051,100136
5863,360810779052,70188
5864,360810779061,58329
5865,360810779062,123984
5866,360810779071,90375
5867,360810779072,63309
5868,360810779081,61250
5869,360810779082,84894
5870,360810788001,98693
5871,360810788002,-
5872,360810790001,86250
5873,360810790002,105469
5874,360810792001,103523
5875,360810792002,59514
5876,360810793001,-
5877,360810797011,96260
5878,360810797012,57995
5879,360810797013,-
5880,360810797014,40747
5881,360810797021,46581
5882,360810797022,36318
5883,360810797023,-
5884,360810797024,127554
5885,360810799001,90748
5886,360810799002,23882
5887,360810803011,55875
5888,360810803012,52543
5889,360810803013,-
5890,360810803021,97250
5891,360810803022,87216
5892,360810803023,88393
5893,360810809001,60987
5894,360810809002,47917
5895,360810809003,-
5896,360810809004,167864
5897,360810809005,26049
5898,360810809006,50597
5899,360810809007,90625
5900,360810814001,168466
5901,360810814002,89046
5902,360810814003,213750
5903,360810818001,128380
5904,360810818002,95785
5905,360810818003,90350
5906,360810837001,64861
5907,360810837002,-
5908,360810837003,158324
5909,360810837004,-
5910,360810837005,49412
5911,360810838001,155774
5912,360810838002,91343
5913,360810838003,113103
5914,360810838004,93194
5915,360810840001,103642
5916,360810840002,87941
5917,360810840003,136985
5918,360810840004,73688
5919,360810840005,88672
5920,360810845001,16919
5921,360810845002,70408
5922,360810845003,-
5923,360810846011,89479
5924,360810846012,88828
5925,360810846021,79707
5926,360810849011,51705
5927,360810849012,82984
5928,360810849021,122863
5929,360810849022,34224
5930,360810853001,29702
5931,360810853002,-
5932,360810853003,64628
5933,360810853004,-
5934,360810855001,-
5935,360810855002,41588
5936,360810855003,38625
5937,360810855004,60849
5938,360810857001,55082
5939,360810857002,53750
5940,360810857003,58723
5941,360810859001,51392
5942,360810859002,57630
5943,360810859003,58259
5944,360810861001,52727
5945,360810861002,38125
5946,360810863001,-
5947,360810863002,30446
5948,360810863003,-
5949,360810863004,73833
5950,360810864001,137112
5951,360810864002,94688
5952,360810865001,59539
5953,360810865002,43472
5954,360810865003,-
5955,360810869001,-
5956,360810869002,104453
5957,360810871001,140114
5958,360810871002,39167
5959,360810884000,-
5960,360810884001,106486
5961,360810884002,183954
5962,360810884003,-
5963,360810884004,"250,000+"
5964,360810884005,180514
5965,360810884006,103514
5966,360810884007,47073
5967,360810884008,93113
5968,360810889021,77880
5969,360810889022,-
5970,360810889023,11538
5971,360810889024,71212
5972,360810889031,44875
5973,360810889032,84483
5974,360810889033,56818
5975,360810892011,-
5976,360810892012,211068
5977,360810892013,229438
5978,360810892014,137647
5979,360810892015,162790
5980,360810892016,156622
5981,360810892017,-
5982,360810892018,119329
5983,360810892021,-
5984,360810907000,-
5985,360810907001,85750
5986,360810916020,-
5987,360810916021,-
5988,360810916030,-
5989,360810916031,-
5990,360810916032,105966
5991,360810916033,-
5992,360810916034,129000
5993,360810916035,135066
5994,360810916036,174183
5995,360810916040,-
5996,360810916041,-
5997,360810918000,-
5998,360810918001,-
5999,360810919000,-
6000,360810919001,-
6001,360810919002,-
6002,360810919003,102339
6003,360810922000,-
6004,360810922001,138125
6005,360810922002,156205
6006,360810922003,153750
6007,360810925001,67781
6008,360810925002,70417
6009,360810925003,-
6010,360810928000,-
6011,360810928001,153448
6012,360810928002,150357
6013,360810928003,126705
6014,360810929000,-
6015,360810929001,193068
6016,360810929002,-
6017,360810929003,65667
6018,360810929004,123750
6019,360810929005,102083
6020,360810934010,-
6021,360810934011,142500
6022,360810934012,92143
6023,360810934013,87083
6024,360810934020,-
6025,360810934021,69345
6026,360810934022,99886
6027,360810934023,138462
6028,360810938000,-
6029,360810938001,76404
6030,360810938002,54225
6031,360810938003,62031
6032,360810939000,-
6033,360810939001,91348
6034,360810939002,86136
6035,360810939003,118661
6036,360810942010,-
6037,360810942011,97917
6038,360810942012,31250
6039,360810942020,-
6040,360810942021,93750
6041,360810942022,24792
6042,360810942023,90694
6043,360810942030,-
6044,360810942031,115750
6045,360810942032,74737
6046,360810942033,-
6047,360810942034,41076
6048,360810942035,-
6049,360810945000,-
6050,360810945001,69866
6051,360810945002,71250
6052,360810947001,80179
6053,360810947002,99875
6054,360810954000,-
6055,360810954001,41750
6056,360810954002,65917
6057,360810954003,102411
6058,360810964000,-
6059,360810964001,95185
6060,360810964002,117773
6061,360810972020,-
6062,360810972021,27115
6063,360810972041,76948
6064,360810972042,56912
6065,360810972043,64583
6066,360810972051,21050
6067,360810972052,31389
6068,360810972061,29970
6069,360810972062,-
6070,360810972070,-
6071,360810972071,-
6072,360810973000,-
6073,360810973001,157750
6074,360810973002,56157
6075,360810973003,117375
6076,360810981000,-
6077,360810981001,103125
6078,360810981002,94464
6079,360810987000,-
6080,360810987001,135735
6081,360810987002,74500
6082,360810991000,-
6083,360810991001,90278
6084,360810991002,118068
6085,360810991003,-
6086,360810991004,104123
6087,360810991005,124597
6088,360810992000,-
6089,360810992001,32120
6090,360810992002,-
6091,360810997011,133625
6092,360810997012,91250
6093,360810997013,115446
6094,360810997031,128409
6095,360810997032,108750
6096,360810997033,107114
6097,360810997041,112283
6098,360810997042,92814
6099,360810997043,92221
6100,360810997044,77266
6101,360810997045,80711
6102,360810997050,-
6103,360810997051,139844
6104,360810998011,135887
6105,360810998012,70071
6106,360810998013,69028
6107,360810998014,69977
6108,360810998015,58237
6109,360810998020,-
6110,360810998021,81741
6111,360810998022,61012
6112,360810998023,14702
6113,360810999001,-
6114,360811008010,-
6115,360811008011,128365
6116,360811008012,140964
6117,360811008031,46688
6118,360811008032,58136
6119,360811008040,-
6120,360811008041,117143
6121,360811008042,164183
6122,360811010020,-
6123,360811010021,154904
6124,360811010022,24318
6125,360811010031,-
6126,360811010032,-
6127,360811010033,117529
6128,360811010040,-
6129,360811010041,-
6130,360811010042,48554
6131,360811010043,-
6132,360811010044,-
6133,360811010045,46774
6134,360811017001,113853
6135,360811017002,164250
6136,360811017003,114643
6137,360811017004,69654
6138,360811017005,120160
6139,360811017006,197857
6140,360811017007,-
6141,360811029001,101898
6142,360811029002,66767
6143,360811032011,73939
6144,360811032012,-
6145,360811032013,-
6146,360811032021,99125
6147,360811032022,75226
6148,360811032023,88819
6149,360811032024,42500
6150,360811033001,81250
6151,360811033002,84583
6152,360811033003,135682
6153,360811033004,99009
6154,360811039001,105268
6155,360811039002,75011
6156,360811039003,42035
6157,360811039004,86028
6158,360811047001,-
6159,360811047002,61654
6160,360811047003,64425
6161,360811047004,-
6162,360811047005,64211
6163,360811059001,101389
6164,360811059002,87263
6165,360811059003,102222
6166,360811059004,114934
6167,360811072011,103333
6168,360811072020,-
6169,360811072021,-
6170,360811085001,76711
6171,360811085002,67500
6172,360811085003,64750
6173,360811093000,-
6174,360811093001,163466
6175,360811093002,-
6176,360811093003,191250
6177,360811097001,80625
6178,360811097002,117313
6179,360811097003,127149
6180,360811099001,113077
6181,360811099002,90265
6182,360811099003,78833
6183,360811113000,-
6184,360811113001,106250
6185,360811113002,94766
6186,360811113003,152891
6187,360811123001,94853
6188,360811123002,98125
6189,360811129001,84815
6190,360811129002,132159
6191,360811129003,93750
6192,360811133001,130972
6193,360811133002,98333
6194,360811139001,67059
6195,360811139002,88038
6196,360811139003,114219
6197,360811141001,112000
6198,360811141002,145893
6199,360811147001,113649
6200,360811147002,94069
6201,360811151001,94643
6202,360811155001,102805
6203,360811155002,62639
6204,360811157001,125057
6205,360811157002,62716
6206,360811157003,42054
6207,360811159001,82623
6208,360811159002,49201
6209,360811159003,49789
6210,360811161001,49549
6211,360811161002,-
6212,360811163011,60472
6213,360811163012,29167
6214,360811163013,73508
6215,360811163021,64211
6216,360811163022,-
6217,360811167001,55257
6218,360811171001,74293
6219,360811171002,65250
6220,360811171003,82946
6221,360811175001,92500
6222,360811175002,62835
6223,360811175003,68873
6224,360811175004,79500
6225,360811175005,143958
6226,360811181001,108611
6227,360811181002,85216
6228,360811185001,79375
6229,360811185002,46786
6230,360811187001,87174
6231,360811187002,-
6232,360811189001,51367
6233,360811189002,81250
6234,360811191001,39599
6235,360811191002,69083
6236,360811193001,-
6237,360811193002,38281
6238,360811195001,109643
6239,360811199001,109583
6240,360811201001,69583
6241,360811203001,39375
6242,360811203002,98667
6243,360811205001,55954
6244,360811205002,17925
6245,360811207011,96741
6246,360811207012,115370
6247,360811207021,-
6248,360811211001,-
6249,360811215001,96284
6250,360811215002,119091
6251,360811215003,86875
6252,360811223001,91590
6253,360811223002,166875
6254,360811223003,78313
6255,360811227021,66037
6256,360811227022,11944
6257,360811227023,32813
6258,360811227024,56546
6259,360811227025,-
6260,360811227031,85135
6261,360811227032,105980
6262,360811227033,66129
6263,360811227034,67826
6264,360811227035,40664
6265,360811227041,33036
6266,360811227042,103065
6267,360811227043,67321
6268,360811241001,88750
6269,360811241002,88750
6270,360811241003,62462
6271,360811247001,121818
6272,360811247002,69125
6273,360811247003,141667
6274,360811257001,72900
6275,360811257002,99231
6276,360811257003,61719
6277,360811265001,140536
6278,360811265002,165909
6279,360811267001,128179
6280,360811267002,53594
6281,360811267003,98750
6282,360811277001,115275
6283,360811277002,239038
6284,360811277003,"250,000+"
6285,360811277004,140000
6286,360811283001,-
6287,360811291021,174063
6288,360811291022,136938
6289,360811291023,205268
6290,360811291024,94917
6291,360811291031,62750
6292,360811291032,94250
6293,360811291033,161719
6294,360811291041,126583
6295,360811291042,66875
6296,360811291043,115473
6297,360811291044,116719
6298,360811291045,106573
6299,360811301001,-
6300,360811301002,79063
6301,360811301003,67917
6302,360811301004,97212
6303,360811333001,168324
6304,360811333002,127574
6305,360811333003,185354
6306,360811333004,128388
6307,360811339001,114250
6308,360811341001,118347
6309,360811341002,118188
6310,360811341003,-
6311,360811347011,87500
6312,360811347012,85383
6313,360811347013,100733
6314,360811347021,101250
6315,360811347022,68972
6316,360811347023,-
6317,360811367001,-
6318,360811367002,92316
6319,360811367003,136583
6320,360811367004,90948
6321,360811367005,84966
6322,360811367006,106727
6323,360811377001,108625
6324,360811377002,93558
6325,360811377003,140526
6326,360811377004,115580
6327,360811385011,-
6328,360811385012,72341
6329,360811385013,66202
6330,360811385014,100987
6331,360811385021,-
6332,360811399001,107411
6333,360811399002,145909
6334,360811403001,-
6335,360811403002,92105
6336,360811409011,120186
6337,360811409021,49554
6338,360811409022,132841
6339,360811417001,-
6340,360811417002,85990
6341,360811417003,68413
6342,360811417004,-
6343,360811417005,58558
6344,360811429001,110227
6345,360811429002,61144
6346,360811429003,96250
6347,360811429004,137446
6348,360811435001,92891
6349,360811435002,174886
6350,360811441001,113952
6351,360811441002,118576
6352,360811441003,59023
6353,360811441004,160691
6354,360811447001,80069
6355,360811447002,99342
6356,360811451011,77734
6357,360811451021,95924
6358,360811451022,77373
6359,360811459001,-
6360,360811459002,99397
6361,360811459003,114419
6362,360811463001,79911
6363,360811463002,72386
6364,360811467001,104943
6365,360811467002,122513
6366,360811467003,96536
6367,360811471001,81607
6368,360811471002,84338
6369,360811479001,114458
6370,360811479002,91042
6371,360811479003,79974
6372,360811483000,-
6373,360811483001,73333
6374,360811483002,-
6375,360811483003,165525
6376,360811483004,186630
6377,360811507011,125461
6378,360811507012,164095
6379,360811507013,97557
6380,360811507021,215441
6381,360811507022,114840
6382,360811507023,97536
6383,360811507024,77583
6384,360811529011,166201
6385,360811529012,81138
6386,360811529013,70234
6387,360811529021,215478
6388,360811529022,152895
6389,360811529023,118065
6390,360811529024,112813
6391,360811551011,81328
6392,360811551031,98750
6393,360811551032,-
6394,360811551033,154183
6395,360811551034,106151
6396,360811551041,104833
6397,360811551042,"250,000+"
6398,360811567001,65500
6399,360811571011,83580
6400,360811571012,89853
6401,360811571013,120083
6402,360811571014,83384
6403,360811571015,102054
6404,360811571016,113438
6405,360811571017,120350
6406,360811571018,134402
6407,360811571021,97969
6408,360811571022,130988
6409,360811579011,190245
6410,360811579012,132917
6411,360811579013,88269
6412,360811579014,113173
6413,360811579015,80202
6414,360811579016,-
6415,360811579021,"250,000+"
6416,360811579022,118750
6417,360811579023,120729
6418,360811579024,66413
6419,360811579025,122593
6420,360811579031,140063
6421,360811579032,102917
6422,360811579033,136250
6423,360811579034,160852
6424,360811617001,106522
6425,360811617002,166735
6426,360811617003,152792
6427,360811617004,115385
6428,360811621001,129493
6429,360811621002,77511
6430,360811621003,108563
6431,360811621004,132560
6432,360811621005,114236
6433,360819901000,-
6434,360850003000,-
6435,360850003001,53848
6436,360850003002,105735
6437,360850006000,-
6438,360850006001,-
6439,360850006002,-
6440,360850007000,-
6441,360850007001,52008
6442,360850007002,111424
6443,360850007003,69674
6444,360850007004,-
6445,360850008001,89184
6446,360850008002,113194
6447,360850008003,83423
6448,360850009001,64297
6449,360850009002,60078
6450,360850011001,55313
6451,360850011002,-
6452,360850011003,85449
6453,360850017001,131016
6454,360850017002,45758
6455,360850018000,-
6456,360850018001,83417
6457,360850020011,66654
6458,360850020012,90558
6459,360850020021,94286
6460,360850020022,62392
6461,360850021000,-
6462,360850021001,70375
6463,360850021002,48608
6464,360850021003,-
6465,360850027001,-
6466,360850027002,33092
6467,360850029001,76250
6468,360850029002,12248
6469,360850029003,94688
6470,360850029004,76250
6471,360850033001,108462
6472,360850033002,88309
6473,360850036001,111827
6474,360850036002,74219
6475,360850039001,77292
6476,360850039002,92308
6477,360850040011,39282
6478,360850040012,67805
6479,360850040021,91540
6480,360850040022,150434
6481,360850040031,-
6482,360850040032,-
6483,360850040033,-
6484,360850040041,65938
6485,360850040042,-
6486,360850047001,101917
6487,360850047002,121310
6488,360850050001,111429
6489,360850050002,58917
6490,360850050003,162500
6491,360850059011,81786
6492,360850059012,91667
6493,360850059021,-
6494,360850064001,197039
6495,360850064002,71719
6496,360850064003,45793
6497,360850067001,-
6498,360850067002,148750
6499,360850067003,130833
6500,360850070011,88438
6501,360850070012,72296
6502,360850070020,-
6503,360850070021,87346
6504,360850070022,90647
6505,360850070023,123125
6506,360850070024,-
6507,360850074000,-
6508,360850074001,74923
6509,360850074002,41949
