,GEOID,B19013_001E
2669,360470570003,98424
2670,360470570004,69779
2671,360470571001,139564
2672,360470571002,82765
2673,360470571003,147092
2674,360470571004,94333
2675,360470572001,40225
2676,360470572002,40882
2677,360470573001,142212
2678,360470573002,69031
2679,360470573003,153781
2680,360470574001,55208
2681,360470574002,95948
2682,360470575001,124458
2683,360470575002,106705
2684,360470575003,160495
2685,360470575004,174432
2686,360470576001,59359
2687,360470576002,100833
2688,360470578001,75595
2689,360470578002,41324
2690,360470579011,184500
2691,360470579012,131696
2692,360470579021,-
2693,360470580001,36573
2694,360470580002,40208
2695,360470582001,-
2696,360470582002,50385
2697,360470582003,61023
2698,360470584001,70519
2699,360470584002,77333
2700,360470586001,78919
2701,360470586002,83929
2702,360470588001,70366
2703,360470588002,106818
2704,360470589011,99619
2705,360470589012,128250
2706,360470589021,-
2707,360470590001,72292
2708,360470591001,131938
2709,360470591002,131691
2710,360470591003,114792
2711,360470591004,155547
2712,360470592001,68036
2713,360470592002,49640
2714,360470592003,72500
2715,360470593001,102132
2716,360470593002,115792
2717,360470594021,88667
2718,360470594022,61809
2719,360470594023,118846
2720,360470594024,-
2721,360470594031,125417
2722,360470594032,88214
2723,360470594033,42969
2724,360470594041,49129
2725,360470594042,141949
2726,360470594043,49771
2727,360470596001,76311
2728,360470596002,43718
2729,360470596003,42396
2730,360470598001,80411
2731,360470598002,86406
2732,360470600001,111331
2733,360470600002,82905
2734,360470600003,132857
2735,360470600004,81786
2736,360470600005,31078
2737,360470606001,100625
2738,360470606002,-
2739,360470608001,108350
2740,360470608002,47221
2741,360470608003,80938
2742,360470610020,-
2743,360470610021,74653
2744,360470610022,90234
2745,360470610023,-
2746,360470610031,-
2747,360470610032,54500
2748,360470610041,37096
2749,360470610042,61250
2750,360470610043,-
2751,360470610044,34880
2752,360470610045,31190
2753,360470612001,148693
2754,360470616000,-
2755,360470616001,172462
2756,360470620001,85653
2757,360470620002,103490
2758,360470622001,64364
2759,360470622002,69063
2760,360470626001,65298
2761,360470626002,80357
2762,360470628001,110625
2763,360470628002,83882
2764,360470628003,162708
2765,360470628004,108125
2766,360470632001,95000
2767,360470632002,64464
2768,360470636001,117237
2769,360470638001,115481
2770,360470638002,85688
2771,360470640001,188214
2772,360470640002,137604
2773,360470642001,91731
2774,360470642002,58967
2775,360470644001,106083
2776,360470644002,248000
2777,360470644003,-
2778,360470646001,118036
2779,360470646002,92157
2780,360470648001,115174
2781,360470648002,123424
2782,360470650001,62000
2783,360470650002,85927
2784,360470652001,94643
2785,360470654001,124500
2786,360470654002,126250
2787,360470656001,119167
2788,360470656002,110500
2789,360470658001,83681
2790,360470658002,72344
2791,360470660001,165417
2792,360470660002,91023
2793,360470662001,70662
2794,360470666000,-
2795,360470666001,-
2796,360470670001,86823
2797,360470670002,90625
2798,360470672001,79728
2799,360470674001,102727
2800,360470674002,172688
2801,360470676001,132740
2802,360470676002,-
2803,360470678001,94085
2804,360470678002,115519
2805,360470680001,92156
2806,360470680002,83229
2807,360470682001,114861
2808,360470682002,89527
2809,360470686001,90179
2810,360470686002,87917
2811,360470688001,93095
2812,360470688002,87130
2813,360470690001,100625
2814,360470690002,135257
2815,360470692001,77136
2816,360470692002,110781
2817,360470696011,94074
2818,360470696012,90313
2819,360470696021,86667
2820,360470696022,-
2821,360470696023,90140
2822,360470698001,154375
2823,360470698002,122222
2824,360470700001,91772
2825,360470700002,64625
2826,360470702011,138072
2827,360470702012,-
2828,360470702013,-
2829,360470702014,170585
2830,360470702015,128491
2831,360470702020,-
2832,360470702021,-
2833,360470702030,-
2834,360470702031,-
2835,360470706011,172931
2836,360470706012,157045
2837,360470706020,-
2838,360470706021,-
2839,360470720001,72305
2840,360470722001,69583
2841,360470722002,50833
2842,360470724001,85476
2843,360470724002,81950
2844,360470726001,98235
2845,360470728001,61629
2846,360470728002,90200
2847,360470730001,99375
2848,360470730002,148958
2849,360470732001,80074
2850,360470732002,67327
2851,360470734001,-
2852,360470734002,89408
2853,360470736001,75100
2854,360470736002,77188
2855,360470736003,55785
2856,360470738001,50638
2857,360470738002,-
2858,360470738003,75381
2859,360470740001,51836
2860,360470740002,111625
2861,360470742001,75433
2862,360470742002,70078
2863,360470744001,141979
2864,360470744002,155648
2865,360470746001,117794
2866,360470746002,82885
2867,360470748001,170147
2868,360470748002,46750
2869,360470750001,94223
2870,360470750002,97198
2871,360470752001,156513
2872,360470754001,109583
2873,360470754002,165156
2874,360470756001,81250
2875,360470756002,-
2876,360470758001,118750
2877,360470758002,50517
2878,360470760001,176875
2879,360470760002,-
2880,360470760003,45750
2881,360470762001,15417
2882,360470762002,66759
2883,360470762003,62750
2884,360470764001,85815
2885,360470764002,71250
2886,360470764003,102625
2887,360470766001,76964
2888,360470768001,50639
2889,360470768002,104167
2890,360470768003,86625
2891,360470770001,128158
2892,360470770002,81000
2893,360470772001,105667
2894,360470772002,66146
2895,360470774001,90507
2896,360470774002,77708
2897,360470776001,52159
2898,360470776002,90865
2899,360470776003,88424
2900,360470780001,112321
2901,360470780002,103750
2902,360470782001,68281
2903,360470782002,63646
2904,360470784001,93750
2905,360470784002,101625
2906,360470786011,102404
2907,360470786012,62321
2908,360470786021,70809
2909,360470786022,59637
2910,360470788011,55515
2911,360470788012,69714
2912,360470788021,61635
2913,360470790011,106667
2914,360470790021,80357
2915,360470790022,87857
2916,360470790023,39531
2917,360470792011,76776
2918,360470792021,67875
2919,360470792022,88688
2920,360470794001,75069
2921,360470794002,-
2922,360470794003,-
2923,360470796011,-
2924,360470796012,72821
2925,360470796021,82448
2926,360470796022,71984
2927,360470798011,75365
2928,360470798012,95250
2929,360470798021,102035
2930,360470798022,84034
2931,360470798023,86413
2932,360470800001,152031
2933,360470800002,72988
2934,360470800003,100833
2935,360470802001,125156
2936,360470802002,66905
2937,360470802003,96094
2938,360470804001,72150
2939,360470804002,56944
2940,360470804003,46290
2941,360470806001,65719
2942,360470806002,83580
2943,360470808001,12854
2944,360470810001,69695
2945,360470810002,73750
2946,360470814001,73553
2947,360470814002,71333
2948,360470816001,108750
2949,360470816002,71071
2950,360470818001,70260
2951,360470818002,118472
2952,360470818003,62773
2953,360470820001,56458
2954,360470820002,69125
2955,360470820003,35906
2956,360470822001,85583
2957,360470822002,76536
2958,360470822003,80878
2959,360470822004,100466
2960,360470824001,53480
2961,360470824002,54712
2962,360470824003,89313
2963,360470824004,61711
2964,360470826001,89081
2965,360470826002,-
2966,360470826003,65184
2967,360470826004,117596
2968,360470828001,51985
2969,360470828002,92353
2970,360470828003,72011
2971,360470830001,129404
2972,360470830002,-
2973,360470830003,-
2974,360470830004,58989
2975,360470832001,121389
2976,360470832002,86250
2977,360470834001,81250
2978,360470834002,112903
2979,360470836001,90893
2980,360470836002,91571
2981,360470838001,74375
2982,360470838002,56683
2983,360470840001,90375
2984,360470840002,88177
2985,360470846001,57500
2986,360470846002,66964
2987,360470848001,97969
2988,360470848002,112727
2989,360470850001,99519
2990,360470852001,-
2991,360470854001,73110
2992,360470854002,65227
2993,360470856001,86944
2994,360470856002,-
2995,360470856003,77244
2996,360470858001,41042
2997,360470858002,69250
2998,360470860001,96366
2999,360470860002,46855
3000,360470860003,74325
3001,360470862001,-
3002,360470862002,54429
3003,360470862003,57716
3004,360470864001,83828
3005,360470864002,66131
3006,360470866001,60810
3007,360470866002,82375
3008,360470866003,72644
3009,360470868001,64063
3010,360470868002,29229
3011,360470868003,46481
3012,360470870001,58039
3013,360470870002,60074
3014,360470870003,81154
3015,360470872001,87865
3016,360470872002,53404
3017,360470872003,90441
3018,360470874011,30795
3019,360470874012,51513
3020,360470876001,42447
3021,360470876002,53056
3022,360470878001,47292
3023,360470878002,-
3024,360470878003,67868
3025,360470880011,-
3026,360470880012,63929
3027,360470880021,97614
3028,360470882001,59531
3029,360470882002,-
3030,360470882003,-
3031,360470882004,45660
3032,360470884001,-
3033,360470884002,69718
3034,360470884003,57907
3035,360470886001,45345
3036,360470886002,55533
3037,360470886003,41864
3038,360470888001,50511
3039,360470888002,49550
3040,360470888003,59196
3041,360470890001,84873
3042,360470890002,53625
3043,360470890003,38244
3044,360470890004,63157
3045,360470890005,-
3046,360470890006,-
3047,360470892001,-
3048,360470892002,29038
3049,360470892003,29063
3050,360470892004,-
3051,360470894001,72218
3052,360470894002,59306
3053,360470894003,43063
3054,360470894004,-
3055,360470896001,65913
3056,360470896002,-
3057,360470896003,45511
3058,360470898001,80083
3059,360470898002,75795
3060,360470900001,100726
3061,360470900002,-
3062,360470900003,-
3063,360470900004,-
3064,360470900005,-
3065,360470900006,44914
3066,360470900007,67970
3067,360470902001,29167
3068,360470902002,168906
3069,360470902003,84844
3070,360470902004,-
3071,360470902005,102959
3072,360470906001,40586
3073,360470906002,33036
3074,360470906003,18440
3075,360470908001,-
3076,360470908002,23233
3077,360470908003,-
3078,360470910001,-
3079,360470910002,-
3080,360470910003,-
3081,360470910004,15705
3082,360470912001,13750
3083,360470912002,25352
3084,360470912003,-
3085,360470916001,29323
3086,360470916002,-
3087,360470916003,24609
3088,360470916004,31920
3089,360470918001,18086
3090,360470918002,78667
3091,360470920001,15598
3092,360470920002,39975
3093,360470920003,39362
3094,360470920004,-
3095,360470922001,49099
3096,360470922002,47738
3097,360470924001,-
3098,360470924002,35000
3099,360470924003,-
3100,360470928001,60859
3101,360470928002,84764
3102,360470928003,-
3103,360470930001,60729
3104,360470930002,117545
3105,360470932001,36042
3106,360470934001,84417
3107,360470934002,86823
3108,360470936001,68879
3109,360470936002,83750
3110,360470938001,75221
3111,360470938002,91481
3112,360470944011,77500
3113,360470944012,-
3114,360470944013,97381
3115,360470944014,84018
3116,360470944021,25208
3117,360470946001,-
3118,360470946002,135227
3119,360470946003,87736
3120,360470950001,-
3121,360470950002,134821
3122,360470954001,86556
3123,360470954002,110521
3124,360470954003,-
3125,360470956001,127727
3126,360470956002,81045
3127,360470958001,77391
3128,360470958002,64798
3129,360470960001,-
3130,360470962001,84048
3131,360470964001,123580
3132,360470964002,62051
3133,360470966001,72132
3134,360470966002,58315
3135,360470968001,98869
3136,360470968002,86250
3137,360470970001,-
3138,360470970002,97903
3139,360470974001,99000
3140,360470974002,76823
3141,360470982001,24910
3142,360470982002,21280
3143,360470984001,112450
3144,360470986001,58867
3145,360470986002,114468
3146,360470988001,75200
3147,360470988002,75930
3148,360470990001,88537
3149,360470992001,88429
3150,360470994001,89744
3151,360470996001,67300
3152,360470996002,85074
3153,360470998001,94469
3154,360470998002,72833
3155,360471004001,83872
3156,360471006001,-
3157,360471006002,113817
3158,360471008001,88529
3159,360471008002,90703
3160,360471010001,116250
3161,360471010002,54697
3162,360471012001,92125
3163,360471012002,62237
3164,360471014001,83958
3165,360471014002,71600
3166,360471016001,122125
3167,360471018001,93243
3168,360471020001,109565
3169,360471022001,90000
3170,360471024001,76724
3171,360471026001,110592
3172,360471028011,72121
3173,360471028020,-
3174,360471028021,-
3175,360471034011,18649
3176,360471034012,-
3177,360471034020,-
3178,360471034021,-
3179,360471058011,19159
3180,360471058012,40182
3181,360471058013,20273
3182,360471058041,-
3183,360471058042,15427
3184,360471058043,70026
3185,360471058044,44050
3186,360471070011,60919
3187,360471070020,-
3188,360471070021,-
3189,360471070031,-
3190,360471078001,53148
3191,360471078002,80588
3192,360471078003,64139
3193,360471078004,77292
3194,360471098001,-
3195,360471098002,-
3196,360471098003,-
3197,360471098004,-
3198,360471098005,66359
3199,360471104001,117794
3200,360471104002,19167
3201,360471104003,96902
3202,360471104004,69375
3203,360471106001,34781
3204,360471106002,16849
3205,360471110001,32585
3206,360471110002,31007
3207,360471116001,81308
3208,360471116002,93722
3209,360471118001,80639
3210,360471118002,60357
3211,360471120001,58574
3212,360471120002,102202
3213,360471122001,53505
3214,360471122002,"2,500-"
3215,360471124001,-
3216,360471124002,51205
3217,360471124003,-
3218,360471126001,83869
3219,360471126002,50361
3220,360471126003,73719
3221,360471128001,67418
3222,360471128002,60208
3223,360471128003,43325
3224,360471130001,49150
3225,360471130002,49432
3226,360471130003,-
3227,360471130004,77614
3228,360471132001,56849
3229,360471132002,40729
3230,360471132003,-
3231,360471134001,48553
3232,360471134002,17188
3233,360471134003,46042
3234,360471142011,40988
3235,360471142012,63125
3236,360471142021,54219
3237,360471142022,67308
3238,360471144001,108780
3239,360471144002,108412
3240,360471144003,78102
3241,360471144004,26630
3242,360471146001,-
3243,360471146002,83902
3244,360471150001,67829
3245,360471150002,88090
3246,360471150003,74706
3247,360471152001,-
3248,360471152002,52292
3249,360471152003,29607
3250,360471156001,29041
3251,360471156002,-
3252,360471156003,36824
3253,360471156004,17155
3254,360471158001,-
3255,360471158002,68611
3256,360471158003,36300
3257,360471160001,56731
3258,360471160002,-
3259,360471160003,68023
3260,360471162001,48309
3261,360471162002,69120
3262,360471162003,88083
3263,360471164001,63944
3264,360471164002,66439
3265,360471164003,-
3266,360471166001,-
3267,360471166002,64821
3268,360471166003,-
3269,360471168001,51500
3270,360471168002,80430
3271,360471170001,-
3272,360471170002,"2,500-"
3273,360471172011,59833
3274,360471172012,62348
3275,360471172021,56977
3276,360471172022,81146
3277,360471174001,105693
3278,360471174002,42574
3279,360471176011,88015
3280,360471176012,57292
3281,360471176021,69375
3282,360471176022,56598
3283,360471178001,55938
3284,360471180001,-
3285,360471182011,95781
3286,360471182012,68750
3287,360471182021,84758
3288,360471182022,41500
3289,360471184001,46577
3290,360471184002,76859
3291,360471184003,85776
3292,360471186001,81029
3293,360471186002,75357
3294,360471188001,37296
3295,360471188002,-
3296,360471188003,76375
3297,360471190001,59226
3298,360471190002,25375
3299,360471192001,-
3300,360471192002,94571
3301,360471192003,69967
3302,360471194001,-
3303,360471194002,59770
3304,360471194003,93042
3305,360471196001,-
3306,360471196002,54309
3307,360471196003,47350
3308,360471196004,-
3309,360471198001,25516
3310,360471198002,69516
3311,360471198003,35111
3312,360471200001,-
3313,360471200002,47375
3314,360471202001,146131
3315,360471202002,60714
3316,360471208011,-
3317,360471208012,43354
3318,360471208013,-
3319,360471208014,-
3320,360471208021,33680
3321,360471208022,29412
3322,360471208031,72451
3323,360471210001,20172
3324,360471210002,17083
3325,360471214001,25516
3326,360471214002,19191
3327,360471220001,35153
3328,360471220002,74333
3329,360471237001,50463
3330,360471237002,49712
3331,360471237003,82788
3332,360471502001,146346
3333,360471502002,180461
3334,360471502003,65789
3335,360471522001,200250
3336,360471522002,"250,000+"
3337,360471522003,175250
3338,360479901000,-
3339,360610001001,-
3340,360610002010,-
3341,360610002011,64665
3342,360610002012,19208
3343,360610002020,-
3344,360610002021,32548
3345,360610002022,-
3346,360610002023,-
3347,360610002024,74459
3348,360610002025,-
3349,360610002026,67740
3350,360610005000,-
3351,360610005001,-
3352,360610005002,-
3353,360610006000,-
3354,360610006001,22113
3355,360610006002,36134
3356,360610006003,-
3357,360610006004,71450
3358,360610006005,17083
3359,360610006006,26047
3360,360610007000,-
3361,360610007001,173542
3362,360610007002,169980
3363,360610007003,-
3364,360610007004,235432
3365,360610007005,171352
3366,360610007006,167891
3367,360610007007,-
3368,360610007008,-
3369,360610007009,-
3370,360610008000,-
3371,360610008001,-
3372,360610008002,-
3373,360610008003,-
3374,360610008004,24967
3375,360610008005,-
3376,360610008006,-
3377,360610009000,-
3378,360610009001,222167
3379,360610009002,-
3380,360610010010,-
3381,360610010011,109352
3382,360610010020,-
3383,360610010021,23693
3384,360610010022,23933
3385,360610010023,-
3386,360610010024,-
3387,360610010025,21047
3388,360610012001,22622
3389,360610012002,90000
3390,360610012003,182800
3391,360610013001,198281
3392,360610013002,178625
3393,360610013003,198906
3394,360610013004,209867
3395,360610013005,-
3396,360610014011,77500
3397,360610014012,97000
3398,360610014021,90795
3399,360610014022,29363
3400,360610015010,-
3401,360610015011,217853
3402,360610015012,82071
3403,360610015013,-
3404,360610015020,-
3405,360610015021,217371
3406,360610015022,138583
3407,360610015023,138656
3408,360610015024,225149
3409,360610015025,240066
3410,360610015026,-
3411,360610015027,-
3412,360610015028,-
3413,360610016001,-
3414,360610016002,-
3415,360610016003,29569
3416,360610016004,138807
3417,360610016005,-
3418,360610018001,-
3419,360610018002,127356
3420,360610018003,86875
3421,360610018004,50515
3422,360610018005,-
3423,360610018006,71103
3424,360610018007,54673
3425,360610020000,-
3426,360610020001,22270
3427,360610020002,35337
3428,360610020003,18229
3429,360610021001,"250,000+"
3430,360610021002,209730
3431,360610021003,"250,000+"
3432,360610021004,"250,000+"
3433,360610022011,24152
3434,360610022012,81458
3435,360610022013,27515
3436,360610022014,71012
3437,360610022021,121389
3438,360610024000,-
3439,360610024001,19359
3440,360610024002,-
3441,360610024003,14486
3442,360610025000,-
3443,360610025001,-
3444,360610025002,12061
3445,360610025003,32989
3446,360610025004,22531
3447,360610026011,21311
3448,360610026012,53029
3449,360610026021,88933
3450,360610026022,65944
3451,360610026023,70106
3452,360610027001,134583
3453,360610028001,-
3454,360610028002,-
3455,360610028003,64583
3456,360610028004,41000
3457,360610029011,-
3458,360610029012,-
3459,360610029013,11406
3460,360610029021,-
3461,360610029022,-
3462,360610029023,-
3463,360610029024,-
3464,360610029025,-
3465,360610030011,84212
3466,360610030012,77500
3467,360610030013,131364
3468,360610030014,90861
3469,360610030021,99740
3470,360610030022,14774
3471,360610031001,190673
3472,360610031002,-
3473,360610032001,72153
3474,360610032002,-
3475,360610032003,76078
3476,360610032004,160717
3477,360610032005,-
3478,360610032006,87200
3479,360610032007,89138
3480,360610033001,"250,000+"
3481,360610033002,"250,000+"
3482,360610033003,"250,000+"
3483,360610033004,"250,000+"
3484,360610034001,128995
3485,360610034002,-
3486,360610034003,134788
3487,360610034004,83943
3488,360610036011,49000
3489,360610036012,-
3490,360610036013,76050
3491,360610036021,130486
3492,360610036022,146220
3493,360610037000,-
3494,360610037001,"250,000+"
3495,360610037002,206187
3496,360610037003,184676
3497,360610038001,-
3498,360610038002,-
3499,360610038003,55981
3500,360610038004,69160
3501,360610038005,85403
3502,360610038006,129713
3503,360610038007,61200
3504,360610039000,-
3505,360610039001,"250,000+"
3506,360610039002,85813
3507,360610039003,-
3508,360610039004,153151
3509,360610040011,98016
3510,360610040012,165173
3511,360610040013,140026
3512,360610040021,-
3513,360610040022,154176
3514,360610040023,"250,000+"
3515,360610040024,152381
3516,360610041001,"250,000+"
3517,360610041002,-
3518,360610041003,75564
3519,360610041004,-
3520,360610041005,115682
3521,360610041006,88561
3522,360610042001,164773
3523,360610042002,178370
3524,360610042003,141786
3525,360610043001,119295
3526,360610043002,-
3527,360610043003,97200
3528,360610044000,-
3529,360610044001,144567
3530,360610044002,-
3531,360610044003,-
3532,360610044004,144434
3533,360610044005,179000
3534,360610044006,-
3535,360610044007,126362
3536,360610044008,141531
3537,360610044009,-
3538,360610045001,158393
3539,360610047001,110000
3540,360610047002,171119
3541,360610048001,"250,000+"
3542,360610048002,227744
3543,360610048003,126328
3544,360610048004,138512
3545,360610048005,110637
3546,360610048006,99706
3547,360610048007,-
3548,360610049001,194926
3549,360610049002,128627
3550,360610049003,137092
3551,360610050001,230250
3552,360610050002,"250,000+"
3553,360610050003,214278
3554,360610050004,183250
3555,360610050005,205461
3556,360610052001,169821
3557,360610052002,218424
3558,360610054001,"250,000+"
3559,360610054002,79689
3560,360610054003,160368
3561,360610055011,241176
3562,360610055012,135300
3563,360610055013,231250
3564,360610055021,130556
3565,360610055022,143250
3566,360610056001,-
3567,360610056002,228262
3568,360610056003,185813
3569,360610057001,212961
3570,360610057002,237270
3571,360610058001,173194
3572,360610058002,249653
3573,360610058003,185353
3574,360610059001,"250,000+"
3575,360610059002,135486
3576,360610059003,102031
3577,360610059004,"250,000+"
3578,360610059005,198875
3579,360610060000,-
3580,360610060001,211477
3581,360610060002,193085
3582,360610060003,219960
3583,360610061001,234884
3584,360610061002,"250,000+"
3585,360610061003,232656
3586,360610062000,-
3587,360610062001,60938
3588,360610062002,110457
3589,360610062003,-
3590,360610063001,154423
3591,360610063002,213750
3592,360610063003,174282
3593,360610063004,-
3594,360610063005,152218
3595,360610064001,127897
3596,360610064002,-
3597,360610064003,131523
3598,360610064004,-
3599,360610064005,"250,000+"
3600,360610064006,118628
3601,360610065001,"250,000+"
3602,360610065002,112951
3603,360610065003,64645
3604,360610065004,133696
3605,360610065005,160521
3606,360610066001,132068
3607,360610066002,-
3608,360610066003,"250,000+"
3609,360610066004,215713
3610,360610066005,148739
3611,360610066006,-
3612,360610066007,91005
3613,360610066008,-
3614,360610066009,-
3615,360610067001,157366
3616,360610067002,92778
3617,360610067003,120377
3618,360610067004,114435
3619,360610068001,133565
3620,360610068002,203202
3621,360610068003,190332
3622,360610068004,-
3623,360610068005,134079
3624,360610068006,117821
3625,360610069000,-
3626,360610069001,207188
3627,360610069002,"250,000+"
3628,360610069003,-
3629,360610069004,-
3630,360610070011,99127
3631,360610070012,167981
3632,360610070013,74337
3633,360610070014,224842
3634,360610070021,166433
3635,360610070022,125893
3636,360610070023,142980
3637,360610070024,141750
3638,360610071001,240799
3639,360610071002,216326
3640,360610071003,162727
3641,360610071004,176833
3642,360610071005,144853
3643,360610072001,139358
3644,360610072002,205211
3645,360610072003,-
3646,360610072004,178942
3647,360610072005,122840
3648,360610072006,218114
3649,360610072007,105110
3650,360610073001,79852
3651,360610073002,-
3652,360610073003,200625
3653,360610073004,166739
3654,360610073005,163664
3655,360610073006,-
3656,360610074001,145089
3657,360610074002,235279
3658,360610074003,"250,000+"
3659,360610074004,159358
3660,360610074005,193613
3661,360610075000,-
3662,360610075001,147245
3663,360610075002,119150
3664,360610075003,116050
3665,360610076001,122679
3666,360610076002,216116
3667,360610077001,133274
3668,360610077002,126765
3669,360610077003,223619
3670,360610077004,"250,000+"
3671,360610077005,241250
3672,360610078001,-
3673,360610078002,165577
3674,360610078003,112242
3675,360610078004,"250,000+"
3676,360610078005,188182
3677,360610078006,197600
3678,360610078007,114731
3679,360610079000,-
3680,360610079001,"250,000+"
3681,360610079002,87054
3682,360610079003,145074
3683,360610079004,162589
3684,360610080001,169432
3685,360610080002,143346
3686,360610080003,142375
3687,360610080004,186338
3688,360610080005,-
3689,360610080006,167941
3690,360610081001,222665
3691,360610081002,125552
3692,360610081003,124263
3693,360610081004,208144
3694,360610081005,155113
3695,360610081006,127286
3696,360610082001,111622
3697,360610082002,248548
3698,360610082003,172639
3699,360610083001,85500
3700,360610083002,153611
3701,360610083003,46497
3702,360610084001,-
3703,360610084002,"250,000+"
3704,360610086010,-
3705,360610086011,134167
3706,360610086012,-
3707,360610086013,174688
3708,360610086020,-
3709,360610086021,-
3710,360610086030,-
3711,360610086031,194766
3712,360610086032,221082
3713,360610086033,127708
3714,360610086034,217277
3715,360610087001,126637
3716,360610087002,201432
3717,360610087003,100616
3718,360610087004,-
3719,360610087005,190541
3720,360610087006,219808
3721,360610088001,88363
3722,360610088002,216856
3723,360610088003,-
3724,360610088004,149302
3725,360610088005,199451
3726,360610088006,87450
3727,360610088007,149189
3728,360610089001,170867
3729,360610089002,67854
3730,360610089003,-
3731,360610089004,-
3732,360610089005,146488
3733,360610090001,-
3734,360610090002,206042
3735,360610090003,191625
3736,360610090004,83261
3737,360610090005,205377
3738,360610090006,145009
3739,360610090007,-
3740,360610091001,-
3741,360610091002,-
3742,360610091003,198272
3743,360610091004,197773
3744,360610091005,193017
3745,360610091006,"250,000+"
3746,360610092001,230185
3747,360610092002,-
3748,360610092003,157625
3749,360610093001,85284
3750,360610093002,109031
3751,360610093003,156993
3752,360610093004,158105
3753,360610093005,200429
3754,360610093006,26655
3755,360610093007,48021
3756,360610094001,171875
3757,360610094002,-
3758,360610095001,178542
3759,360610095002,166964
3760,360610096001,-
3761,360610096002,-
3762,360610097001,65461
3763,360610097002,26808
3764,360610097003,117188
3765,360610097004,67276
3766,360610098001,149401
3767,360610098002,"250,000+"
3768,360610098003,-
3769,360610098004,-
3770,360610098005,123491
3771,360610098006,196023
3772,360610098007,-
3773,360610099010,-
3774,360610099011,"250,000+"
3775,360610099012,-
3776,360610099020,-
3777,360610099021,148706
3778,360610099022,-
3779,360610099030,-
3780,360610099031,-
3781,360610099032,175333
3782,360610100001,155461
3783,360610100002,91333
3784,360610101001,97242
3785,360610102001,-
3786,360610102002,91250
3787,360610103001,90817
3788,360610103002,"250,000+"
3789,360610104001,181333
3790,360610106010,-
3791,360610106011,"250,000+"
3792,360610106012,-
3793,360610106013,"250,000+"
3794,360610106014,"250,000+"
3795,360610106015,144944
3796,360610106016,230700
3797,360610106020,-
3798,360610106021,196771
3799,360610106022,157857
3800,360610106023,222063
3801,360610106024,143472
3802,360610108011,191542
3803,360610108012,226222
3804,360610108013,85870
3805,360610108021,114548
3806,360610108022,-
3807,360610108023,132326
3808,360610108031,160139
3809,360610108032,152411
3810,360610109001,146042
3811,360610110001,174365
3812,360610110002,"250,000+"
3813,360610110003,216466
3814,360610110004,118193
3815,360610110005,141973
3816,360610110006,136642
3817,360610111001,135821
3818,360610111002,65855
3819,360610111003,102297
3820,360610112011,198750
3821,360610112021,198000
3822,360610112031,173000
3823,360610112032,"250,000+"
3824,360610113001,82500
3825,360610114011,"250,000+"
3826,360610114012,"250,000+"
3827,360610114021,220417
3828,360610114022,166429
3829,360610115001,128929
3830,360610115002,159286
3831,360610116000,-
3832,360610116001,-
3833,360610116002,127337
3834,360610116003,-
3835,360610117000,-
3836,360610117001,123056
3837,360610117002,109718
3838,360610117003,-
3839,360610118001,159077
3840,360610118002,"250,000+"
3841,360610118003,-
3842,360610118004,162756
3843,360610118005,119114
3844,360610118006,186250
3845,360610118007,232056
3846,360610118008,215912
3847,360610119001,30129
3848,360610119002,15040
3849,360610120001,120417
3850,360610120002,-
3851,360610120003,173845
3852,360610120004,"250,000+"
3853,360610121011,84082
3854,360610121012,49890
3855,360610121021,66006
3856,360610121022,-
3857,360610121023,118654
3858,360610121024,126783
3859,360610122001,242938
3860,360610122002,149712
3861,360610122003,"250,000+"
3862,360610122004,218819
3863,360610124000,-
3864,360610124001,112974
3865,360610124002,197578
3866,360610124003,170794
3867,360610124004,175765
3868,360610124005,"250,000+"
3869,360610124006,-
3870,360610124007,130025
3871,360610124008,115588
3872,360610125001,89773
3873,360610125002,225556
3874,360610125003,-
3875,360610125004,238500
3876,360610126011,98029
3877,360610126012,-
3878,360610126013,91618
3879,360610126014,-
3880,360610126015,106420
3881,360610126021,149349
3882,360610126022,211490
3883,360610126023,"250,000+"
3884,360610126024,115688
3885,360610127001,46652
3886,360610127002,159036
3887,360610127003,147315
3888,360610127004,113024
3889,360610127005,190652
3890,360610128001,157583
3891,360610128002,204333
3892,360610128003,235574
3893,360610128004,"250,000+"
3894,360610128005,-
3895,360610129010,-
3896,360610129011,174114
3897,360610129012,103988
3898,360610129013,-
3899,360610129014,-
3900,360610129020,-
3901,360610129021,86990
3902,360610129022,128967
3903,360610129023,-
3904,360610130001,224063
3905,360610130002,187014
3906,360610130003,-
3907,360610130004,211711
3908,360610131001,77941
3909,360610131002,230217
3910,360610131003,106627
3911,360610132010,-
3912,360610132011,-
3913,360610132012,174667
3914,360610132013,191386
3915,360610132021,-
3916,360610132022,67802
3917,360610132023,101460
3918,360610132031,114513
3919,360610132032,159135
3920,360610132033,65570
3921,360610133001,227623
3922,360610133002,110136
3923,360610133003,112609
3924,360610133004,-
3925,360610133005,93491
3926,360610134001,"250,000+"
3927,360610134002,135288
3928,360610134003,64567
3929,360610134004,-
3930,360610134005,157780
3931,360610134006,71667
3932,360610134007,140368
3933,360610134008,"250,000+"
3934,360610134009,116605
3935,360610135010,-
3936,360610135011,37057
3937,360610135012,123490
3938,360610135013,222966
3939,360610135014,-
3940,360610135020,-
3941,360610135021,-
3942,360610135022,-
3943,360610135023,170700
3944,360610135024,-
3945,360610135025,-
3946,360610136010,-
